feature_rank,gene_name_norm,gene_name,gene_id,train_prevalence,mean_log2_tpm_train,variance_log2_tpm_train
1568,IL1B,IL1B,ENSG00000125538,1.0,2.8283895207872356,1.3989432367033232
1569,TRIM17,TRIM17,ENSG00000162931,0.9944444444444445,1.7419936807502165,1.3985472128387746
1570,HOXB5,HOXB5,ENSG00000120075,0.9972222222222222,2.668331342105914,1.398474478177142
1571,VCAM1,VCAM1,ENSG00000162692,1.0,4.045151027600572,1.3978913233528591
1572,CX3CR1,CX3CR1,ENSG00000168329,0.9972222222222222,2.08575865520514,1.3978793199956414
1573,HOXD4,HOXD4,ENSG00000170166,0.8527777777777777,1.5257990256877094,1.3975467825732342
1574,PLTP,PLTP,ENSG00000100979,1.0,7.212861759957625,1.3972610481458378
1575,RAB38,RAB38,ENSG00000123892,1.0,4.692183496867059,1.3972050776849407
1576,MYO15B,MYO15B,ENSG00000266714,1.0,3.1329460189909764,1.397075792511058
1577,CST7,CST7,ENSG00000077984,1.0,4.969546601928808,1.3970152096646928
1578,SPON2,SPON2,ENSG00000159674,1.0,4.271518663340739,1.396789730026105
1579,SELENOP,SELENOP,ENSG00000250722,1.0,4.5622669760375905,1.3964550443411035
1580,RAMP3,RAMP3,ENSG00000122679,1.0,4.77892061924877,1.3957160352678442
1581,SPESP1,SPESP1,ENSG00000258484,0.9694444444444444,1.2724475476902348,1.3943679522545376
1582,GBP6,GBP6,ENSG00000183347,0.9138888888888889,1.2967095951628913,1.3933229524797375
1583,MT1X,MT1X,ENSG00000187193,1.0,3.3936039363912105,1.3927543839428156
1584,C2,C2,ENSG00000166278,1.0,4.122865214560712,1.392367332858028
1585,VMO1,VMO1,ENSG00000182853,1.0,3.9461855384984266,1.3922852376873027
1586,RGS17,RGS17,ENSG00000091844,0.9944444444444445,2.0608467917355027,1.3920895902118675
1587,APOL1,APOL1,ENSG00000100342,1.0,7.051196664769005,1.391153826336586
1588,GZMM,GZMM,ENSG00000197540,1.0,3.0329430813000138,1.3904717199123078
1589,ABCA13,ABCA13,ENSG00000179869,0.8666666666666667,1.455514370433986,1.3900472223192903
1590,BUB1,BUB1,ENSG00000169679,1.0,3.297087670068431,1.3891216328702538
1591,SYCP2,SYCP2,ENSG00000196074,0.9944444444444445,1.5111441698871515,1.3889864327485206
1592,GREM2,GREM2,ENSG00000180875,0.9361111111111111,1.4678734559986875,1.3887045980432966
1593,ADGRG6,ADGRG6,ENSG00000112414,1.0,3.721247565822714,1.3876821329845028
1594,PLEKHB1,PLEKHB1,ENSG00000021300,1.0,4.329646227606358,1.3875039313337016
1595,PIMREG,PIMREG,ENSG00000129195,1.0,2.589059287776638,1.3874411072708634
1596,BCHE,BCHE,ENSG00000114200,0.9861111111111112,1.725862573358662,1.3867460785068482
1597,TNFSF9,TNFSF9,ENSG00000125657,0.9972222222222222,3.225983179678819,1.3859893145677677
1598,PIR,PIR,ENSG00000087842,1.0,4.184318768058215,1.3858420018379476
1599,FURIN,FURIN,ENSG00000140564,1.0,7.439918858757244,1.3850202745766955
1600,CD69,CD69,ENSG00000110848,1.0,3.42007856184075,1.3849690006010815
1601,FPR3,FPR3,ENSG00000187474,1.0,5.0204224640907205,1.3849288979353962
1602,CTSG,CTSG,ENSG00000100448,0.9333333333333333,1.7764010673080275,1.384786496775134
1603,FABP5,FABP5,ENSG00000164687,1.0,3.53194411496553,1.3843498403368666
1604,HCK,HCK,ENSG00000101336,1.0,4.928073161907902,1.3838900353385322
1605,PLN,PLN,ENSG00000198523,1.0,2.944103840463721,1.38379503843082
1606,TMEM125,TMEM125,ENSG00000179178,1.0,6.851213826593688,1.3824601748049121
1607,EXO1,EXO1,ENSG00000174371,1.0,2.596217183258478,1.3817141799474806
1608,NAT8L,NAT8L,ENSG00000185818,0.9194444444444444,1.171276631316377,1.3814094196929811
1609,RORC,RORC,ENSG00000143365,0.9944444444444445,4.575092371524678,1.3801069187420707
1610,DDX43,DDX43,ENSG00000080007,0.8972222222222223,1.2354282085805446,1.3798698493965473
1611,SOCS2,SOCS2,ENSG00000120833,1.0,3.1836253220977837,1.3796955149613024
1612,THNSL2,THNSL2,ENSG00000144115,0.9944444444444445,3.7140965873826475,1.379508436392359
1613,LAG3,LAG3,ENSG00000089692,1.0,2.8807001775540426,1.379488337465545
1614,MYH14,MYH14,ENSG00000105357,1.0,5.613126151078635,1.3790950099410566
1615,S100A6,S100A6,ENSG00000197956,1.0,11.951657875712348,1.3789728196884792
1616,CEACAM1,CEACAM1,ENSG00000079385,1.0,4.5136730848187,1.3788078721817807
1617,KHDRBS2,KHDRBS2,ENSG00000112232,0.925,1.4539567476510116,1.378749970383155
1618,NRCAM,NRCAM,ENSG00000091129,0.9944444444444445,1.6479784735516474,1.3774350755704303
1619,ZNF117,ZNF117,ENSG00000152926,1.0,3.41529698975139,1.3771573606974754
1620,CBR3,CBR3,ENSG00000159231,1.0,2.657018407664882,1.3770814946698609
1621,GATA6,GATA6,ENSG00000141448,1.0,3.0685059189091755,1.3753719920843694
1622,CFH,CFH,ENSG00000000971,1.0,5.136972511818822,1.3739467947381858
1623,BST2,BST2,ENSG00000130303,1.0,8.384449618328144,1.3732388403257265
1624,IGFALS,IGFALS,ENSG00000099769,0.9638888888888889,1.6683489636928421,1.372894074126328
1625,CFAP53,CFAP53,ENSG00000172361,1.0,2.246401221300436,1.3709598124655087
1626,EMP2,EMP2,ENSG00000213853,1.0,6.171787014397378,1.370618699236015
1627,RASGEF1A,RASGEF1A,ENSG00000198915,0.9972222222222222,2.5192808985916795,1.3699298479093207
1628,OAS2,OAS2,ENSG00000111335,1.0,5.052008697849044,1.3699167617698529
1629,TRIL,TRIL,ENSG00000255690,1.0,2.535699137368285,1.369579753993148
1630,GSDMB,GSDMB,ENSG00000073605,1.0,3.672926130041949,1.3694724796561588
1631,KIF20A,KIF20A,ENSG00000112984,1.0,3.7084293436277247,1.3694436825540621
1632,TMEM176A,TMEM176A,ENSG00000002933,1.0,5.700785139151674,1.3694258473774235
1633,CRYBG2,CRYBG2,ENSG00000176092,0.9861111111111112,1.7890285025214587,1.3693793235828506
1634,SPI1,SPI1,ENSG00000066336,1.0,5.788623582324284,1.368513880802942
1635,KISS1,KISS1,ENSG00000170498,0.9583333333333334,1.832472401514675,1.3680697315625965
1636,GNA14,GNA14,ENSG00000156049,1.0,3.8236292664170692,1.3680045570847172
1637,VAMP5,VAMP5,ENSG00000168899,1.0,7.38702603502055,1.3663789285825072
1638,SVEP1,SVEP1,ENSG00000165124,1.0,2.34858877752502,1.3659591810927365
1639,TNS1,TNS1,ENSG00000079308,1.0,5.479624779118648,1.3655171015202199
1640,RSAD2,RSAD2,ENSG00000134321,1.0,3.630474584429759,1.3654106020837609
1641,CSPG5,CSPG5,ENSG00000114646,1.0,1.992138575374344,1.3653913362284478
1642,CACNA1H,CACNA1H,ENSG00000196557,1.0,2.0522715469365918,1.3652429692610046
1643,ALS2CL,ALS2CL,ENSG00000178038,1.0,3.655728522279964,1.3650167828557676
1644,SMPDL3B,SMPDL3B,ENSG00000130768,1.0,5.257162791324625,1.3646702609887376
1645,EPN3,EPN3,ENSG00000049283,0.9888888888888889,3.351241537757764,1.364242629043222
1646,NES,NES,ENSG00000132688,1.0,4.6497313542131185,1.3640330088164445
1647,TUBB2A,TUBB2A,ENSG00000137267,1.0,4.7313192709956,1.3639960508504438
1648,CHRDL2,CHRDL2,ENSG00000054938,0.9944444444444445,1.7881323639491076,1.3639610265877289
1649,CGN,CGN,ENSG00000143375,1.0,6.187667886864418,1.3632042637582495
1650,PTAFR,PTAFR,ENSG00000169403,1.0,4.552432019579933,1.3627295083422846
1651,HILPDA,HILPDA,ENSG00000135245,1.0,4.545523610443189,1.3624423606061582
1652,TGFBR3,TGFBR3,ENSG00000069702,1.0,2.5899770672734577,1.3599727821961578
1653,DNASE1L3,DNASE1L3,ENSG00000163687,0.9638888888888889,1.5918884212727988,1.3593462460814452
1654,CLCF1,CLCF1,ENSG00000175505,1.0,4.677301441817465,1.3590656857562797
1655,ASCL2,ASCL2,ENSG00000183734,0.9972222222222222,2.1180588104697904,1.3589449160268492
1656,NYNRIN,NYNRIN,ENSG00000205978,1.0,4.169479886024802,1.3587435487024144
1657,EPS8L1,EPS8L1,ENSG00000131037,1.0,4.306221816075246,1.358565403092308
1658,GYG2,GYG2,ENSG00000056998,1.0,3.2535416209078196,1.358091254063321
1659,BUB1B,BUB1B,ENSG00000156970,1.0,2.843293226184725,1.357838169845576
1660,RAB11FIP1,RAB11FIP1,ENSG00000156675,1.0,5.054711816885194,1.3577312180932344
1661,MT-ATP8,MT-ATP8,ENSG00000228253,0.9972222222222222,11.084290139493506,1.3576869049205895
1662,TNFSF15,TNFSF15,ENSG00000181634,1.0,3.05704533340364,1.3573547995790431
1663,BHLHE41,BHLHE41,ENSG00000123095,1.0,3.9313665911655455,1.3572026966349668
1664,SLC7A4,SLC7A4,ENSG00000099960,0.8833333333333333,1.5595483554698955,1.3567401123859915
1665,KCNJ11,KCNJ11,ENSG00000187486,0.9916666666666667,2.455702888901858,1.3564635922845396
1666,CCL4,CCL4,ENSG00000275302,1.0,3.982199379320974,1.3563962625849577
1667,FBN1,FBN1,ENSG00000166147,1.0,4.321462134934617,1.3563696877520475
1668,MGST1,MGST1,ENSG00000008394,1.0,6.687703968469326,1.35622337524636
1669,CDC42EP1,CDC42EP1,ENSG00000128283,1.0,7.030560066912468,1.3560172634511662
1670,H3C6,H3C6,ENSG00000274750,0.9833333333333333,1.8389045290886936,1.355677541835714
1671,MAT1A,MAT1A,ENSG00000151224,0.9027777777777778,1.3752460701843474,1.35510593297025
1672,LIFR,LIFR,ENSG00000113594,1.0,3.9257055801919396,1.354960207698317
1673,TM4SF1,TM4SF1,ENSG00000169908,1.0,8.111806365155257,1.3544782861838365
1674,PPP1R3C,PPP1R3C,ENSG00000119938,1.0,3.3791232397914768,1.3541673326306176
1675,GPM6A,GPM6A,ENSG00000150625,0.8527777777777777,1.129690182873129,1.353827180874772
1676,PLA2G4E,PLA2G4E,ENSG00000188089,0.8861111111111111,1.354307674809191,1.3537710077146476
1677,HSD11B2,HSD11B2,ENSG00000176387,1.0,3.1154030699986333,1.3537545763394765
1678,MS4A7,MS4A7,ENSG00000166927,1.0,4.348276779844787,1.3533969802879546
1679,ATP8A1,ATP8A1,ENSG00000124406,1.0,3.7342279737252206,1.3515754475609452
1680,PLPPR3,PLPPR3,ENSG00000129951,0.8833333333333333,1.322233380973787,1.351242597630966
1681,ST3GAL5,ST3GAL5,ENSG00000115525,1.0,3.9351197979565553,1.3510706594640187
1682,ATP1B1,ATP1B1,ENSG00000143153,1.0,8.9383410592089,1.349891867240176
1683,AKR1B1,AKR1B1,ENSG00000085662,1.0,5.941303734172283,1.349503922850807
1684,SPAG5,SPAG5,ENSG00000076382,1.0,3.6732973206646125,1.3493262662170618
1685,CLMP,CLMP,ENSG00000166250,1.0,3.221895246042984,1.3485250012978254
1686,GSTM3,GSTM3,ENSG00000134202,1.0,3.501251430113649,1.3475232010367153
1687,DPYD,DPYD,ENSG00000188641,1.0,4.453369150639095,1.3468692111779588
1688,LGR5,LGR5,ENSG00000139292,0.8555555555555555,1.1279775269892127,1.346764360523266
1689,NTN4,NTN4,ENSG00000074527,1.0,5.012711420478198,1.3467003698515632
1690,TMEM132A,TMEM132A,ENSG00000006118,1.0,4.291932277347724,1.3464592675528595
1691,PPARGC1A,PPARGC1A,ENSG00000109819,0.9444444444444444,1.447973296180744,1.3458380614376615
1692,DOK2,DOK2,ENSG00000147443,1.0,4.52139649912602,1.3455369842435185
1693,TEK,TEK,ENSG00000120156,1.0,2.922966850145277,1.34512618886877
1694,TINCR,TINCR,ENSG00000223573,0.9694444444444444,1.2942331591063343,1.3447886743335733
1695,GPR183,GPR183,ENSG00000169508,1.0,4.9356548715172055,1.3445174240386524
1696,CDCP1,CDCP1,ENSG00000163814,1.0,4.955009193551801,1.3440961838532886
1697,BCL2A1,BCL2A1,ENSG00000140379,1.0,4.710184850704956,1.343731463743528
1698,WNT5B,WNT5B,ENSG00000111186,1.0,2.749293000559166,1.343491346322602
1699,SCD,SCD,ENSG00000099194,1.0,7.711652729734566,1.3430903267841856
1700,TINAGL1,TINAGL1,ENSG00000142910,1.0,4.452053975430421,1.3429001659667157
1701,PPL,PPL,ENSG00000118898,1.0,5.751525245029229,1.3424791707295
1702,MXRA8,MXRA8,ENSG00000162576,1.0,6.1654301341304985,1.3419252016449472
1703,FAM111B,FAM111B,ENSG00000189057,1.0,3.041774846857696,1.3415824519301482
1704,CCNJL,CCNJL,ENSG00000135083,1.0,3.701924130714477,1.3415732906153919
1705,DNAH5,DNAH5,ENSG00000039139,0.9944444444444445,2.548558308457448,1.340804952482469
1706,CFAP57,CFAP57,ENSG00000243710,0.9777777777777777,1.533859131305413,1.3405960027771413
1707,IFT57,IFT57,ENSG00000114446,1.0,6.009180233008558,1.3404069428571628
1708,EGR2,EGR2,ENSG00000122877,1.0,3.5296195149176812,1.3403160922799393
1709,BIK,BIK,ENSG00000100290,1.0,4.255948186282005,1.3401372961186218
1710,TSKU,TSKU,ENSG00000182704,1.0,5.50305966787615,1.339185764945107
1711,DYDC2,DYDC2,ENSG00000133665,0.9166666666666666,1.4499835112950248,1.3385545295592416
1712,PTGR1,PTGR1,ENSG00000106853,1.0,5.169205008668596,1.3370039527147592
1713,H2BC12,H2BC12,ENSG00000197903,1.0,7.185834395103368,1.3368617617636833
1714,DEPDC1,DEPDC1,ENSG00000024526,1.0,2.1873892826684576,1.3364010536952764
1715,SORL1,SORL1,ENSG00000137642,1.0,4.226805734562583,1.335277700864226
1716,L1CAM,L1CAM,ENSG00000198910,0.8916666666666667,0.994230864516472,1.3350407408856981
1717,NEURL1B,NEURL1B,ENSG00000214357,1.0,4.112660425719396,1.3350028712913151
1718,CCDC160,CCDC160,ENSG00000203952,0.8944444444444445,1.5559612239851814,1.3349738843713193
1719,FHOD3,FHOD3,ENSG00000134775,0.9805555555555555,1.6421572263199724,1.3345665684309964
1720,TMSB15A,TMSB15A,ENSG00000158164,0.9944444444444445,1.6580617382918188,1.3343699188938423
1721,ARHGEF26,ARHGEF26,ENSG00000114790,1.0,3.193696929159222,1.3330395550606633
1722,STMN2,STMN2,ENSG00000104435,0.85,1.115210501865278,1.3318145888540582
1723,EHD2,EHD2,ENSG00000024422,1.0,6.872300932346012,1.3316076530131074
1724,COL4A5,COL4A5,ENSG00000188153,0.9972222222222222,2.1396098291928567,1.3315596742366842
1725,PI16,PI16,ENSG00000164530,0.8611111111111112,1.2305224551026885,1.3315583663056283
1726,NAMPT,NAMPT,ENSG00000105835,1.0,6.071602150915292,1.3315131268427345
1727,ESYT3,ESYT3,ENSG00000158220,0.9944444444444445,2.5123357676169453,1.3310683545798234
1728,SDS,SDS,ENSG00000135094,1.0,3.0687230369193474,1.3309982879617523
1729,NOXA1,NOXA1,ENSG00000188747,1.0,4.481159611019331,1.3308324743861868
1730,SV2A,SV2A,ENSG00000159164,1.0,2.155514616166516,1.330600207533886
1731,MS4A4A,MS4A4A,ENSG00000110079,1.0,4.394849905308182,1.3301244910003525
1732,SEMA7A,SEMA7A,ENSG00000138623,1.0,3.760678655997597,1.3299938001226839
1733,PLLP,PLLP,ENSG00000102934,1.0,3.3983817447540168,1.329532560528742
1734,ITGBL1,ITGBL1,ENSG00000198542,1.0,3.0331990191307807,1.3294698227226538
1735,PRX,PRX,ENSG00000105227,1.0,2.597603174856891,1.3288017006908468
1736,PLK1,PLK1,ENSG00000166851,1.0,3.4775182050456936,1.3287143526599354
1737,PFKP,PFKP,ENSG00000067057,1.0,5.4028249429194695,1.3285203340524467
1738,DOK5,DOK5,ENSG00000101134,0.9944444444444445,1.8890107195194172,1.32825582871153
1739,ABCC6,ABCC6,ENSG00000091262,1.0,3.143036525802356,1.3269825116056504
1740,FAM171A2,FAM171A2,ENSG00000161682,0.9972222222222222,2.063201938387626,1.3251442676357008
1741,PAPSS2,PAPSS2,ENSG00000198682,1.0,5.774142449076162,1.3249836136816096
1742,BEAN1,BEAN1,ENSG00000166546,0.9916666666666667,1.9221540134126445,1.324253031210687
1743,HMMR,HMMR,ENSG00000072571,1.0,3.1501049603646964,1.323929917588307
1744,SLC12A2,SLC12A2,ENSG00000064651,1.0,4.177229173554137,1.3238448170781223
1745,C14ORF132,C14orf132,ENSG00000227051,1.0,2.7202928038636793,1.323289973227743
1746,ABHD17C,ABHD17C,ENSG00000136379,1.0,5.485503311992472,1.3227678295350764
1747,LY86,LY86,ENSG00000112799,1.0,4.473533665326121,1.3225907105625059
1748,EFNA5,EFNA5,ENSG00000184349,1.0,4.077858197270084,1.3224994973540731
1749,PNMA6A,PNMA6A,ENSG00000235961,0.975,1.6762714549207123,1.3216915868853942
1750,CCR7,CCR7,ENSG00000126353,1.0,3.1539464147029537,1.3205268465134228
1751,BTG2,BTG2,ENSG00000159388,1.0,7.202339351776174,1.320044396357418
1752,FGF18,FGF18,ENSG00000156427,0.9916666666666667,1.6859352354707755,1.3193895698289215
1753,CD300LF,CD300LF,ENSG00000186074,1.0,3.5588090650762614,1.3190897608620467
1754,LAMP5,LAMP5,ENSG00000125869,1.0,2.9069769143633457,1.319045500651323
1755,SLC16A12,SLC16A12,ENSG00000152779,0.9194444444444444,1.3141460207023483,1.3183246891484453
1756,RHPN1,RHPN1,ENSG00000158106,1.0,4.515856952769091,1.318099524887059
1757,RGS16,RGS16,ENSG00000143333,1.0,5.177114692702309,1.31783018334195
1758,NPR3,NPR3,ENSG00000113389,1.0,2.631532971353512,1.3169710126319
1759,OSR2,OSR2,ENSG00000164920,0.9972222222222222,2.3330675369248723,1.3164074402168684
1760,SPN,SPN,ENSG00000197471,1.0,3.305700675955731,1.3161181804660431
1761,ZWINT,ZWINT,ENSG00000122952,1.0,5.041869181998579,1.315997295807757
1762,SERPINF1,SERPINF1,ENSG00000132386,1.0,6.84144930749416,1.3158501672216394
1763,FCN1,FCN1,ENSG00000085265,0.9972222222222222,2.370294579129308,1.3157590752652586
1764,PLEK,PLEK,ENSG00000115956,1.0,5.027483379894437,1.3156076892179718
1765,ITGA8,ITGA8,ENSG00000077943,1.0,2.8401730248255546,1.314933626913649
1766,SAPCD2,SAPCD2,ENSG00000186193,1.0,2.8485567493531554,1.3146774141333686
1767,HSD17B14,HSD17B14,ENSG00000087076,1.0,4.836684067855946,1.3141445173121276
1768,PXMP4,PXMP4,ENSG00000101417,1.0,4.249868573524076,1.3140458677394933
1769,C4ORF48,C4orf48,ENSG00000243449,0.9972222222222222,4.194403342512356,1.3140072675402694
1770,ECHDC3,ECHDC3,ENSG00000134463,1.0,4.612217736518341,1.3129924120952419
1771,CPLX1,CPLX1,ENSG00000168993,1.0,2.5344048170250355,1.312895806361479
1772,RBPMS2,RBPMS2,ENSG00000166831,1.0,2.7268779103695966,1.312395949228235
1773,LTBP4,LTBP4,ENSG00000090006,1.0,5.203547058227098,1.3121659730775384
1774,FBXO27,FBXO27,ENSG00000161243,0.9944444444444445,2.4688622300436553,1.3106578555165755
1775,ANO9,ANO9,ENSG00000185101,1.0,3.9879865765457714,1.3104630530814243
1776,MOXD1,MOXD1,ENSG00000079931,1.0,4.432401928349371,1.3099673048111051
1777,GPR27,GPR27,ENSG00000170837,0.9888888888888889,1.7027865455769884,1.3098673279297324
1778,PODN,PODN,ENSG00000174348,1.0,4.340940560497926,1.3091615416497793
1779,FGL2,FGL2,ENSG00000127951,1.0,4.158982234427254,1.3089075409994586
1780,SUCNR1,SUCNR1,ENSG00000198829,1.0,2.208194807001694,1.3088265096155682
1781,ACADL,ACADL,ENSG00000115361,0.9111111111111111,1.5998215237192388,1.3082253374691832
1782,RBP2,RBP2,ENSG00000114113,0.8666666666666667,1.104372089092998,1.3081743652511164
1783,C5AR1,C5AR1,ENSG00000197405,1.0,4.617090649812701,1.3070493057852912
1784,TOX,TOX,ENSG00000198846,1.0,3.201743526306307,1.30704823783758
1785,MEGF6,MEGF6,ENSG00000162591,1.0,4.109265021854601,1.3067796084223775
1786,RGS2,RGS2,ENSG00000116741,1.0,6.074228781973583,1.3067546738614189
1787,OXCT1,OXCT1,ENSG00000083720,1.0,4.124208264649561,1.3063863254634995
1788,SPTLC3,SPTLC3,ENSG00000172296,1.0,2.5828558077684276,1.3050920781661008
1789,EGR3,EGR3,ENSG00000179388,0.9972222222222222,2.374283791252931,1.3047852787642975
1790,SGCA,SGCA,ENSG00000108823,0.9972222222222222,2.4538377028301865,1.3039781701998578
1791,ALDOC,ALDOC,ENSG00000109107,1.0,4.31337692529633,1.3036657496423714
1792,FRZB,FRZB,ENSG00000162998,1.0,4.041329277328443,1.3035393338165495
1793,RARRES2,RARRES2,ENSG00000106538,1.0,6.683811445478807,1.3026181467430535
1794,ATAD3C,ATAD3C,ENSG00000215915,1.0,3.0820735214289248,1.301520439129551
1795,LGR4,LGR4,ENSG00000205213,1.0,4.835143779643177,1.3014531158339315
1796,PTPRC,PTPRC,ENSG00000081237,1.0,4.603505795940109,1.301376893890819
1797,MGLL,MGLL,ENSG00000074416,1.0,5.591727625808434,1.300460511293347
1798,GINS1,GINS1,ENSG00000101003,1.0,3.306178329677013,1.30033623688966
1799,ABLIM3,ABLIM3,ENSG00000173210,1.0,2.8474762565127607,1.3000430782225354
1800,KIFC2,KIFC2,ENSG00000167702,1.0,3.397975162994359,1.299791789896968
1801,RIMKLB,RIMKLB,ENSG00000166532,1.0,3.430299347424591,1.2995755332317547
1802,CLEC5A,CLEC5A,ENSG00000258227,1.0,2.6184626776127704,1.299563384627842
1803,CYP3A5,CYP3A5,ENSG00000106258,1.0,1.9575764769516584,1.2995040978736327
1804,WNT5A,WNT5A,ENSG00000114251,1.0,3.528496450845097,1.2979681844816693
1805,H4C3,H4C3,ENSG00000197061,0.8527777777777777,0.8654247302003508,1.2976614222475604
1806,CERS4,CERS4,ENSG00000090661,1.0,4.800768558284802,1.2974917165416389
1807,MPEG1,MPEG1,ENSG00000197629,1.0,4.814230778356356,1.296773109681058
1808,MT-CYB,MT-CYB,ENSG00000198727,1.0,12.985609839885742,1.296411026090055
1809,ERVMER34-1,ERVMER34-1,ENSG00000226887,0.9888888888888889,1.74045320623992,1.2960375114416365
1810,STEAP3,STEAP3,ENSG00000115107,1.0,5.538877687455753,1.295460642931122
1811,TNFAIP6,TNFAIP6,ENSG00000123610,1.0,3.217284321010764,1.2951380288677417
1812,CA8,CA8,ENSG00000178538,0.9333333333333333,1.576852683702458,1.294995942638895
1813,TCF21,TCF21,ENSG00000118526,0.9805555555555555,1.759528773734697,1.2947773104712765
1814,ARMC3,ARMC3,ENSG00000165309,0.9,1.528155881375144,1.2938760035714032
1815,SEMA4G,SEMA4G,ENSG00000095539,1.0,2.6422364590290326,1.2937459223087806
1816,KPNA7,KPNA7,ENSG00000185467,0.9888888888888889,2.5907497057825046,1.2926324430482605
1817,SERPINE2,SERPINE2,ENSG00000135919,1.0,3.0980233044329983,1.292364397295644
1818,ITGA9,ITGA9,ENSG00000144668,1.0,3.459750234045044,1.2916877488303797
1819,TMEM184A,TMEM184A,ENSG00000164855,1.0,3.9254944202775834,1.291195310523997
1820,CCN5,CCN5,ENSG00000064205,0.9944444444444445,2.7321240436862646,1.2911938932639582
1821,VWA3B,VWA3B,ENSG00000168658,0.8972222222222223,1.2253777327313458,1.290851229544517
1822,UHRF1,UHRF1,ENSG00000276043,1.0,3.017797589198298,1.2907864809288496
1823,CD3D,CD3D,ENSG00000167286,1.0,5.052695290446183,1.2907748172218358
1824,IGSF9B,IGSF9B,ENSG00000080854,0.9333333333333333,1.6029186877822386,1.2906150956024378
1825,MCM10,MCM10,ENSG00000065328,1.0,2.2474653750086344,1.2898037140558607
1826,KLF2,KLF2,ENSG00000127528,1.0,4.596776527113686,1.2892789794657948
1827,SKA1,SKA1,ENSG00000154839,1.0,2.4743284124088043,1.2884873991085206
1828,NFE2,NFE2,ENSG00000123405,0.9972222222222222,2.5691836810395547,1.2883594345013771
1829,RIMKLA,RIMKLA,ENSG00000177181,0.9833333333333333,2.0357907563134923,1.2880039236112368
1830,SECTM1,SECTM1,ENSG00000141574,1.0,5.081573179046684,1.2876682890575648
1831,HRCT1,HRCT1,ENSG00000196196,0.9972222222222222,2.4215792433028245,1.2874550986531612
1832,TIPARP,TIPARP,ENSG00000163659,1.0,5.266679046156822,1.2872045539112749
1833,SCX,SCX,ENSG00000260428,0.9972222222222222,2.4122262886485024,1.2869896970287884
1834,DEPDC1B,DEPDC1B,ENSG00000035499,1.0,2.4244899111997804,1.2869800372305034
1835,CECR2,CECR2,ENSG00000099954,0.9583333333333334,1.9191191274191954,1.2867038321397692
1836,RECQL4,RECQL4,ENSG00000160957,1.0,3.6670797200077985,1.2864596783411624
1837,SPHK1,SPHK1,ENSG00000176170,1.0,3.27533614020159,1.2860718466312795
1838,NCF2,NCF2,ENSG00000116701,1.0,5.344154346431686,1.285672353050726
1839,SLC22A17,SLC22A17,ENSG00000092096,1.0,3.4475333607263257,1.285538916833411
1840,CSF1R,CSF1R,ENSG00000182578,1.0,5.438860421066552,1.2850289065263294
1841,SRPK3,SRPK3,ENSG00000184343,0.9805555555555555,1.8789725881528605,1.284707763531057
1842,DERL3,DERL3,ENSG00000099958,1.0,2.695236521851889,1.2836577982084705
1843,BIRC7,BIRC7,ENSG00000101197,0.9888888888888889,1.957868169196447,1.2834652913268227
1844,SPARCL1,SPARCL1,ENSG00000152583,1.0,7.059384520547894,1.2832924864249684
1845,CGNL1,CGNL1,ENSG00000128849,1.0,3.681929083807221,1.2830370973249114
1846,TMEM119,TMEM119,ENSG00000183160,1.0,4.753047108634688,1.282745015020846
1847,SH3BGRL2,SH3BGRL2,ENSG00000198478,1.0,5.262292447474276,1.2821591949264215
1848,DOK4,DOK4,ENSG00000125170,1.0,5.044031229527791,1.2813875114690978
1849,CDH2,CDH2,ENSG00000170558,0.9527777777777777,1.1340525696435344,1.280704424689842
1850,PTTG1,PTTG1,ENSG00000164611,1.0,4.897366824606939,1.2805808935903273
1851,PRLR,PRLR,ENSG00000113494,0.9055555555555556,1.399256041155257,1.2800335346354699
1852,CD2,CD2,ENSG00000116824,1.0,5.059001576700471,1.2796238956575494
1853,PLXNA2,PLXNA2,ENSG00000076356,1.0,3.940058064932566,1.279587101704749
1854,PMEPA1,PMEPA1,ENSG00000124225,1.0,5.84982076880978,1.2790470032970844
1855,NECTIN1,NECTIN1,ENSG00000110400,1.0,4.2357896983951235,1.2784282706749706
1856,CXXC4,CXXC4,ENSG00000168772,0.9861111111111112,1.9989103173202651,1.2781852951123547
1857,ADM2,ADM2,ENSG00000128165,1.0,3.4470153663355134,1.27804140534115
1858,ENPP5,ENPP5,ENSG00000112796,1.0,4.238008506800575,1.278012073603446
1859,CPD,CPD,ENSG00000108582,1.0,6.059259772087524,1.2774061477971157
1860,HOXA3,HOXA3,ENSG00000105997,0.9916666666666667,1.8601521835824684,1.2768574746471324
1861,CD7,CD7,ENSG00000173762,1.0,3.6840382727764625,1.2765129814501999
1862,IQCA1,IQCA1,ENSG00000132321,0.9916666666666667,1.7014953997190625,1.276419115183387
1863,PROS1,PROS1,ENSG00000184500,1.0,4.590086713185184,1.2758195219914574
1864,SMPDL3A,SMPDL3A,ENSG00000172594,1.0,4.936103677891714,1.2757054436917674
1865,VEGFC,VEGFC,ENSG00000150630,1.0,3.2359797649692217,1.275644752270401
1866,HLA-DMA,HLA-DMA,ENSG00000204257,1.0,7.265031498700944,1.2754021084156522
1867,GINS2,GINS2,ENSG00000131153,1.0,3.2646104926449304,1.2753308066268592
1868,FCER1G,FCER1G,ENSG00000158869,1.0,7.191070447194064,1.2749890516095643
